alert_id,transaction_id,alert_timestamp,alert_type,alert_score,investigation_status,confirmed_fraud_flag,investigator_id
9002364,1036758,2026-03-23 10:24:46,GEO_ANOMALY,50.97,OPEN,Y,INV0030
9002365,1036767,2026-07-27 22:58:21,GEO_ANOMALY,71.03,CLOSED,N,INV0033
9002366,1036773,2026-01-23 02:29:10,RISK_SCORE,43.18,CLOSED,Y,INV0050
9002367,1036777,2026-06-08 12:43:55,GEO_ANOMALY,48.18,ESCALATED,N,INV0054
9002368,1036804,2026-07-21 22:38:18,VELOCITY,69.69,CLOSED,N,INV0070
9002369,1036805,2026-03-04 09:12:57,VELOCITY,34.47,OPEN,N,INV0043
9002370,1036812,2026-07-24 19:58:49,HIGH_VALUE,21.43,CLOSED,N,INV0011
9002371,1036816,2026-01-22 12:08:47,HIGH_VALUE,42.98,CLOSED,Y,INV0031
9002372,1036832,2026-03-18 18:40:43,RISK_SCORE,58.51,CLOSED,N,INV0002
9002373,1036858,2026-05-02 19:39:38,RISK_SCORE,7.26,CLOSED,N,INV0067
9002374,1036872,2026-08-05 09:41:33,VELOCITY,35.03,CLOSED,Y,INV0001
9002375,1036881,2026-02-14 23:26:44,GEO_ANOMALY,6.74,CLOSED,N,INV0086
9002376,1036898,2026-01-23 21:01:14,GEO_ANOMALY,46.9,OPEN,N,INV0050
9002377,1036927,2026-06-16 15:39:16,DEVICE_MISMATCH,61.8,CLOSED,N,INV0071
9002378,1036968,2026-02-26 20:23:17,DEVICE_MISMATCH,32.26,CLOSED,N,INV0062
9002379,1036988,2026-05-04 02:22:19,DEVICE_MISMATCH,66.39,CLOSED,N,INV0051
9002380,1037002,2026-01-09 03:22:00,DEVICE_MISMATCH,25.75,CLOSED,Y,INV0002
9002381,1037025,2026-01-01 02:50:33,GEO_ANOMALY,13.58,CLOSED,N,INV0089
9002382,1037081,2026-05-05 18:40:16,VELOCITY,48.61,CLOSED,N,INV0085
9002383,1037089,2026-02-22 16:09:42,HIGH_VALUE,79.14,CLOSED,N,INV0045
9002384,1037107,2026-01-16 16:00:46,VELOCITY,34.95,CLOSED,N,INV0069
9002385,1037123,2026-08-05 04:36:04,VELOCITY,24.66,CLOSED,N,INV0091
9002386,1037127,2026-06-02 02:36:54,HIGH_VALUE,51.66,OPEN,Y,INV0045
9002387,1037131,2026-04-20 10:31:02,HIGH_VALUE,74.48,CLOSED,Y,INV0053
9002388,1037137,2026-03-16 12:17:37,VELOCITY,69.81,CLOSED,Y,INV0074
9002389,1037156,2026-08-20 12:21:24,VELOCITY,52.7,CLOSED,Y,INV0100
9002390,1037172,2026-08-09 03:24:01,RISK_SCORE,17.88,CLOSED,N,INV0041
9002391,1037177,2026-05-17 20:47:58,RISK_SCORE,41.26,CLOSED,N,INV0013
9002392,1037209,2026-04-20 17:03:46,HIGH_VALUE,24.6,CLOSED,N,INV0096
9002393,1037218,2026-01-25 17:03:43,RISK_SCORE,48.43,ESCALATED,N,INV0013
9002394,1037250,2026-01-05 01:20:44,RISK_SCORE,55.71,CLOSED,N,INV0020
9002395,1037271,2026-03-10 06:36:49,RISK_SCORE,51.58,OPEN,Y,INV0070
9002396,1037308,2026-05-08 19:40:42,RISK_SCORE,38.14,CLOSED,N,INV0050
9002397,1037348,2026-05-08 08:01:19,HIGH_VALUE,48.79,CLOSED,Y,INV0066
9002398,1037364,2026-03-08 05:15:49,RISK_SCORE,68.81,CLOSED,N,INV0002
9002399,1037379,2026-04-16 01:45:30,GEO_ANOMALY,24.11,OPEN,N,INV0040
9002400,1037382,2026-06-09 01:29:35,HIGH_VALUE,62.36,CLOSED,N,INV0082
9002401,1037388,2026-07-20 01:03:31,VELOCITY,26.22,CLOSED,Y,INV0085
9002402,1037409,2026-08-27 09:45:05,GEO_ANOMALY,21.56,OPEN,N,INV0072
9002403,1037441,2026-05-17 15:03:12,HIGH_VALUE,53.58,ESCALATED,Y,INV0032
9002404,1037449,2026-04-12 17:34:42,GEO_ANOMALY,20.22,CLOSED,N,INV0018
9002405,1037453,2026-06-16 15:33:30,VELOCITY,71.06,CLOSED,N,INV0049
9002406,1037458,2026-08-04 14:14:46,RISK_SCORE,46.64,CLOSED,N,INV0028
9002407,1037481,2026-03-01 14:58:07,HIGH_VALUE,63.78,CLOSED,N,INV0080
9002408,1037482,2026-07-13 20:16:33,DEVICE_MISMATCH,47.16,ESCALATED,N,INV0032
9002409,1037586,2026-03-28 14:57:58,HIGH_VALUE,50.8,CLOSED,N,INV0056
9002410,1037588,2026-02-16 04:48:15,HIGH_VALUE,11.36,ESCALATED,N,INV0050
9002411,1037592,2026-04-09 17:11:51,VELOCITY,68.41,OPEN,Y,INV0077
9002412,1037593,2026-05-01 01:43:52,RISK_SCORE,34.43,ESCALATED,N,INV0076
9002413,1037612,2026-05-09 13:31:48,GEO_ANOMALY,16.17,CLOSED,N,INV0029
9002414,1037617,2026-02-04 09:05:40,GEO_ANOMALY,10.25,CLOSED,N,INV0053
9002415,1037632,2026-06-28 09:00:21,DEVICE_MISMATCH,33.87,CLOSED,N,INV0080
9002416,1037633,2026-05-01 22:45:39,RISK_SCORE,35.59,CLOSED,N,INV0005
9002417,1037634,2026-02-08 14:48:19,VELOCITY,21.36,OPEN,N,INV0098
9002418,1037635,2026-03-06 22:04:52,VELOCITY,74.77,CLOSED,N,INV0072
9002419,1037645,2026-06-09 05:39:05,RISK_SCORE,54.26,CLOSED,Y,INV0072
9002420,1037666,2026-01-02 19:09:23,HIGH_VALUE,60.82,OPEN,Y,INV0027
9002421,1037685,2026-05-06 07:41:04,HIGH_VALUE,51.27,CLOSED,N,INV0032
9002422,1037698,2026-03-14 08:48:01,GEO_ANOMALY,43.81,OPEN,N,INV0045
9002423,1037712,2026-06-20 02:53:20,DEVICE_MISMATCH,74.41,CLOSED,Y,INV0028
9002424,1037759,2026-05-30 17:50:05,VELOCITY,53.58,CLOSED,Y,INV0038
9002425,1037781,2026-06-23 13:02:00,GEO_ANOMALY,49.61,OPEN,N,INV0069
9002426,1037783,2026-05-31 02:52:35,VELOCITY,0.79,OPEN,N,INV0015
9002427,1037794,2026-06-13 12:17:49,DEVICE_MISMATCH,22.45,CLOSED,N,INV0043
9002428,1037798,2026-04-23 00:46:08,VELOCITY,85.41,OPEN,N,INV0038
9002429,1037803,2026-04-18 05:44:57,GEO_ANOMALY,41.94,ESCALATED,N,INV0056
9002430,1037804,2026-07-22 13:02:40,VELOCITY,55.95,CLOSED,Y,INV0014
9002431,1037810,2026-02-22 19:41:52,DEVICE_MISMATCH,90.59,CLOSED,N,INV0008
9002432,1037814,2026-03-06 19:13:41,VELOCITY,55.28,CLOSED,N,INV0092
9002433,1037822,2026-07-18 13:31:55,GEO_ANOMALY,52.75,CLOSED,Y,INV0021
9002434,1037851,2026-07-06 08:57:59,VELOCITY,71.33,CLOSED,N,INV0057
9002435,1037865,2026-02-15 09:36:12,DEVICE_MISMATCH,34.66,CLOSED,N,INV0093
9002436,1037872,2026-05-02 15:45:57,RISK_SCORE,76.44,CLOSED,Y,INV0079
9002437,1037878,2026-08-01 02:55:26,DEVICE_MISMATCH,20.47,CLOSED,N,INV0004
9002438,1037886,2026-05-03 20:42:15,HIGH_VALUE,32.44,OPEN,N,INV0036
9002439,1037894,2026-07-07 05:50:08,RISK_SCORE,39.45,ESCALATED,Y,INV0060
9002440,1037907,2026-03-22 04:17:07,GEO_ANOMALY,58.38,CLOSED,N,INV0073
9002441,1037919,2026-08-10 16:43:31,GEO_ANOMALY,51.86,CLOSED,Y,INV0034
9002442,1037927,2026-06-04 20:19:23,RISK_SCORE,26.7,ESCALATED,Y,INV0006
9002443,1037965,2026-01-15 08:34:52,VELOCITY,40.89,OPEN,N,INV0049
9002444,1037974,2026-04-21 15:19:19,RISK_SCORE,78.92,CLOSED,Y,INV0076
9002445,1038006,2026-06-20 22:43:33,DEVICE_MISMATCH,88.52,CLOSED,N,INV0049
9002446,1038019,2026-04-18 03:42:05,DEVICE_MISMATCH,12.23,CLOSED,N,INV0049
9002447,1038026,2026-06-16 08:55:11,RISK_SCORE,37.65,ESCALATED,N,INV0014
9002448,1038031,2026-05-25 06:04:06,HIGH_VALUE,1.32,CLOSED,N,INV0033
9002449,1038038,2026-05-08 00:07:45,HIGH_VALUE,47.6,CLOSED,Y,INV0014
9002450,1038040,2026-06-06 01:09:20,DEVICE_MISMATCH,36.02,CLOSED,N,INV0070
9002451,1038041,2026-01-09 05:29:57,GEO_ANOMALY,50.23,CLOSED,N,INV0043
9002452,1038074,2026-06-19 03:44:03,GEO_ANOMALY,51.95,OPEN,Y,INV0004
9002453,1038099,2026-03-10 16:42:28,VELOCITY,51.42,OPEN,Y,INV0007
9002454,1038130,2026-07-14 01:48:06,DEVICE_MISMATCH,38.45,ESCALATED,N,INV0030
9002455,1038155,2026-06-26 23:29:52,GEO_ANOMALY,55.79,ESCALATED,N,INV0077
9002456,1038187,2026-07-30 10:21:59,VELOCITY,55.32,ESCALATED,Y,INV0070
9002457,1038200,2026-04-06 21:13:07,GEO_ANOMALY,26.56,CLOSED,N,INV0007
9002458,1038204,2026-04-06 09:17:17,DEVICE_MISMATCH,64.0,CLOSED,N,INV0006
9002459,1038213,2026-04-23 05:39:20,DEVICE_MISMATCH,28.96,ESCALATED,N,INV0005
9002460,1038260,2026-01-21 19:36:30,VELOCITY,56.2,OPEN,N,INV0071
9002461,1038278,2026-05-10 21:03:48,DEVICE_MISMATCH,65.43,CLOSED,N,INV0010
9002462,1038307,2026-01-24 07:56:27,GEO_ANOMALY,45.09,CLOSED,Y,INV0026
9002463,1038314,2026-03-04 03:24:13,HIGH_VALUE,24.4,OPEN,N,INV0063
9002464,1038319,2026-04-22 01:47:44,DEVICE_MISMATCH,36.01,CLOSED,N,INV0081
9002465,1038354,2026-05-16 16:31:48,VELOCITY,31.64,CLOSED,Y,INV0074
9002466,1038362,2026-01-23 11:45:24,VELOCITY,82.89,CLOSED,N,INV0021
9002467,1038413,2026-08-19 10:57:51,DEVICE_MISMATCH,72.01,CLOSED,Y,INV0010
9002468,1038476,2026-08-21 23:13:42,DEVICE_MISMATCH,54.38,CLOSED,Y,INV0014
9002469,1038478,2026-01-14 11:59:09,VELOCITY,40.1,CLOSED,N,INV0032
9002470,1038479,2026-05-14 20:58:08,HIGH_VALUE,11.05,CLOSED,N,INV0089
9002471,1038484,2026-03-21 14:34:37,RISK_SCORE,67.74,OPEN,N,INV0009
9002472,1038501,2026-04-04 18:21:13,DEVICE_MISMATCH,46.1,CLOSED,N,INV0091
9002473,1038507,2026-02-21 03:56:50,GEO_ANOMALY,17.0,CLOSED,Y,INV0091
9002474,1038513,2026-03-20 09:30:42,GEO_ANOMALY,56.92,CLOSED,N,INV0015
9002475,1038516,2026-06-13 12:21:40,DEVICE_MISMATCH,34.94,CLOSED,N,INV0092
9002476,1038542,2026-02-26 16:49:30,DEVICE_MISMATCH,32.63,OPEN,Y,INV0091
9002477,1038551,2026-04-12 22:54:20,DEVICE_MISMATCH,84.51,CLOSED,N,INV0003
9002478,1038590,2026-06-17 19:46:59,GEO_ANOMALY,17.88,CLOSED,N,INV0030
9002479,1038604,2026-03-20 07:41:21,RISK_SCORE,34.03,OPEN,N,INV0001
9002480,1038618,2026-01-31 07:17:01,DEVICE_MISMATCH,36.89,CLOSED,Y,INV0073
9002481,1038623,2026-08-10 07:28:40,VELOCITY,49.58,OPEN,N,INV0076
9002482,1038632,2026-04-02 03:09:56,HIGH_VALUE,32.85,CLOSED,Y,INV0069
9002483,1038644,2026-03-29 05:27:50,RISK_SCORE,0.0,CLOSED,N,INV0015
9002484,1038657,2026-04-26 12:37:54,VELOCITY,46.59,OPEN,N,INV0045
9002485,1038660,2026-02-11 19:02:21,DEVICE_MISMATCH,37.46,OPEN,Y,INV0011
9002486,1038674,2026-05-12 06:09:35,HIGH_VALUE,18.52,CLOSED,N,INV0029
9002487,1038682,2026-05-31 13:09:50,GEO_ANOMALY,52.16,OPEN,N,INV0040
9002488,1038692,2026-03-05 14:34:58,DEVICE_MISMATCH,61.44,CLOSED,N,INV0035
9002489,1038709,2026-02-07 13:21:00,DEVICE_MISMATCH,72.51,CLOSED,N,INV0056
9002490,1038714,2026-03-14 15:06:58,GEO_ANOMALY,47.55,OPEN,N,INV0061
9002491,1038724,2026-04-24 19:12:19,RISK_SCORE,78.98,CLOSED,N,INV0015
9002492,1038756,2026-03-31 07:03:56,GEO_ANOMALY,60.46,CLOSED,N,INV0081
9002493,1038766,2026-07-14 22:12:03,GEO_ANOMALY,71.76,OPEN,N,INV0097
9002494,1038771,2026-05-27 18:49:31,DEVICE_MISMATCH,68.07,CLOSED,N,INV0017
9002495,1038811,2026-07-16 17:44:09,HIGH_VALUE,6.32,CLOSED,N,INV0007
9002496,1038820,2026-06-18 11:33:31,HIGH_VALUE,54.22,OPEN,Y,INV0070
9002497,1038825,2026-05-07 19:12:03,HIGH_VALUE,37.24,CLOSED,N,INV0002
9002498,1038838,2026-04-06 13:43:50,HIGH_VALUE,55.7,CLOSED,N,INV0035
9002499,1038845,2026-03-10 02:38:28,RISK_SCORE,57.82,OPEN,N,INV0093
9002500,1038894,2026-08-22 01:03:01,GEO_ANOMALY,28.26,CLOSED,N,INV0036
9002501,1038907,2026-03-31 21:34:54,HIGH_VALUE,26.21,CLOSED,N,INV0043
9002502,1038917,2026-01-29 18:15:06,GEO_ANOMALY,61.19,OPEN,Y,INV0019
9002503,1038927,2026-04-15 04:02:38,HIGH_VALUE,23.17,OPEN,N,INV0062
9002504,1038958,2026-03-21 09:16:14,GEO_ANOMALY,64.17,CLOSED,N,INV0055
9002505,1038962,2026-04-16 17:32:20,VELOCITY,46.15,OPEN,Y,INV0004
9002506,1038974,2026-01-11 22:40:30,VELOCITY,57.32,CLOSED,Y,INV0065
9002507,1038979,2026-02-19 22:01:16,HIGH_VALUE,45.72,OPEN,Y,INV0076
9002508,1039012,2026-08-26 01:17:54,GEO_ANOMALY,35.38,CLOSED,N,INV0070
9002509,1039040,2026-06-14 18:09:12,GEO_ANOMALY,65.47,CLOSED,N,INV0025
9002510,1039055,2026-06-28 05:24:17,GEO_ANOMALY,46.02,ESCALATED,N,INV0039
9002511,1039076,2026-01-06 14:35:02,DEVICE_MISMATCH,71.27,CLOSED,N,INV0085
9002512,1039097,2026-06-12 11:40:51,GEO_ANOMALY,70.04,CLOSED,N,INV0049
9002513,1039117,2026-03-16 05:43:23,VELOCITY,67.45,CLOSED,N,INV0065
9002514,1039122,2026-08-26 06:27:32,RISK_SCORE,62.13,OPEN,Y,INV0068
9002515,1039136,2026-04-08 23:09:19,HIGH_VALUE,30.65,OPEN,N,INV0065
9002516,1039168,2026-08-21 09:51:31,HIGH_VALUE,15.43,CLOSED,Y,INV0083
9002517,1039177,2026-02-05 04:18:19,GEO_ANOMALY,92.2,CLOSED,N,INV0068
9002518,1039193,2026-06-26 11:57:32,VELOCITY,37.96,CLOSED,N,INV0027
9002519,1039214,2026-07-31 15:09:47,GEO_ANOMALY,26.78,OPEN,N,INV0008
9002520,1039215,2026-03-17 22:59:47,GEO_ANOMALY,63.91,CLOSED,Y,INV0026
9002521,1039218,2026-01-16 19:34:49,DEVICE_MISMATCH,65.5,OPEN,N,INV0055
9002522,1039239,2026-06-25 19:07:32,GEO_ANOMALY,23.43,CLOSED,N,INV0028
9002523,1039253,2026-03-21 02:20:27,VELOCITY,53.24,CLOSED,N,INV0003
9002524,1039273,2026-03-28 22:36:24,DEVICE_MISMATCH,69.52,OPEN,N,INV0009
9002525,1039299,2026-01-24 11:41:10,HIGH_VALUE,68.54,OPEN,Y,INV0079
9002526,1039300,2026-04-01 23:08:04,DEVICE_MISMATCH,82.19,CLOSED,N,INV0029
9002527,1039307,2026-03-24 16:42:24,HIGH_VALUE,21.96,CLOSED,N,INV0006
9002528,1039315,2026-04-19 23:27:49,RISK_SCORE,18.83,CLOSED,N,INV0048
9002529,1039417,2026-07-11 05:19:20,HIGH_VALUE,14.8,CLOSED,N,INV0053
9002530,1039486,2026-08-28 14:00:50,GEO_ANOMALY,1.41,OPEN,N,INV0001
9002531,1039492,2026-01-18 06:24:34,GEO_ANOMALY,45.1,OPEN,N,INV0091
9002532,1039495,2026-06-23 21:14:50,HIGH_VALUE,50.96,CLOSED,N,INV0024
9002533,1039503,2026-02-14 20:21:52,HIGH_VALUE,14.15,CLOSED,N,INV0054
9002534,1039508,2026-01-31 23:07:57,RISK_SCORE,4.94,OPEN,N,INV0018
9002535,1039512,2026-05-17 03:52:37,DEVICE_MISMATCH,70.4,OPEN,N,INV0027
9002536,1039535,2026-05-04 17:27:12,HIGH_VALUE,61.46,OPEN,N,INV0005
9002537,1039549,2026-08-01 18:09:48,HIGH_VALUE,61.59,CLOSED,Y,INV0098
9002538,1039574,2026-03-15 18:27:18,RISK_SCORE,36.1,CLOSED,N,INV0001
9002539,1039610,2026-06-28 08:41:02,GEO_ANOMALY,54.23,OPEN,N,INV0045
9002540,1039619,2026-02-14 15:18:50,RISK_SCORE,65.52,OPEN,N,INV0054
9002541,1039635,2026-07-13 12:38:32,VELOCITY,67.62,CLOSED,N,INV0074
9002542,1039682,2026-04-02 05:48:37,HIGH_VALUE,41.64,OPEN,N,INV0056
9002543,1039700,2026-01-28 22:49:23,HIGH_VALUE,50.55,OPEN,Y,INV0073
9002544,1039716,2026-03-28 17:11:41,RISK_SCORE,55.42,CLOSED,Y,INV0062
9002545,1039752,2026-08-25 04:59:04,RISK_SCORE,31.27,CLOSED,N,INV0046
9002546,1039766,2026-02-24 02:50:51,VELOCITY,56.74,OPEN,Y,INV0025
9002547,1039773,2026-04-25 03:29:54,HIGH_VALUE,77.28,CLOSED,Y,INV0067
9002548,1039775,2026-07-28 05:44:44,HIGH_VALUE,58.73,CLOSED,N,INV0038
9002549,1039786,2026-08-08 20:09:58,DEVICE_MISMATCH,47.39,CLOSED,N,INV0079
9002550,1039808,2026-02-06 07:39:45,GEO_ANOMALY,67.42,OPEN,N,INV0004
9002551,1039839,2026-04-02 03:16:48,HIGH_VALUE,48.75,CLOSED,N,INV0018
9002552,1039862,2026-02-07 22:21:07,DEVICE_MISMATCH,47.13,OPEN,N,INV0074
9002553,1039868,2026-05-23 03:55:33,GEO_ANOMALY,62.78,CLOSED,N,INV0044
9002554,1039877,2026-07-11 05:03:57,DEVICE_MISMATCH,58.78,OPEN,N,INV0027
9002555,1039883,2026-05-20 14:59:27,GEO_ANOMALY,39.71,CLOSED,N,INV0068
9002556,1039904,2026-08-01 03:02:50,GEO_ANOMALY,51.03,CLOSED,N,INV0067
9002557,1039928,2026-01-04 01:10:29,GEO_ANOMALY,89.53,CLOSED,N,INV0091
9002558,1039960,2026-04-16 13:56:59,RISK_SCORE,6.66,OPEN,N,INV0035
9002559,1039964,2026-05-08 03:58:38,HIGH_VALUE,75.67,OPEN,Y,INV0097
9002560,1039966,2026-06-14 19:56:02,GEO_ANOMALY,11.97,CLOSED,Y,INV0063
9002561,1039977,2026-07-12 15:47:10,DEVICE_MISMATCH,22.76,CLOSED,N,INV0067
9002562,1040022,2026-02-19 10:52:36,VELOCITY,25.13,CLOSED,Y,INV0029
9002563,1040044,2026-04-28 11:34:13,VELOCITY,33.15,OPEN,N,INV0061
9002564,1040060,2026-07-27 09:20:32,HIGH_VALUE,41.72,OPEN,N,INV0086
9002565,1040072,2026-03-10 12:03:15,VELOCITY,54.97,CLOSED,N,INV0034
9002566,1040081,2026-06-12 09:32:31,VELOCITY,21.14,OPEN,N,INV0084
9002567,1040116,2026-01-01 08:51:36,GEO_ANOMALY,69.85,CLOSED,N,INV0019
9002568,1040120,2026-06-14 13:34:34,VELOCITY,60.54,CLOSED,N,INV0028
9002569,1040140,2026-08-06 17:34:07,GEO_ANOMALY,47.58,CLOSED,N,INV0099
9002570,1040145,2026-07-26 20:57:40,GEO_ANOMALY,61.52,CLOSED,N,INV0060
9002571,1040151,2026-06-08 16:07:34,GEO_ANOMALY,51.83,CLOSED,N,INV0082
9002572,1040155,2026-02-02 02:31:25,DEVICE_MISMATCH,42.4,ESCALATED,N,INV0040
9002573,1040181,2026-08-04 07:51:31,GEO_ANOMALY,58.05,CLOSED,Y,INV0028
9002574,1040189,2026-08-03 22:24:03,DEVICE_MISMATCH,59.98,CLOSED,Y,INV0028
9002575,1040199,2026-06-19 22:21:43,VELOCITY,38.12,OPEN,N,INV0086
9002576,1040210,2026-04-07 19:20:07,HIGH_VALUE,29.71,OPEN,N,INV0023
9002577,1040230,2026-07-02 13:00:31,VELOCITY,41.68,CLOSED,N,INV0064
9002578,1040245,2026-07-21 06:34:25,DEVICE_MISMATCH,10.73,CLOSED,N,INV0035
9002579,1040312,2026-08-04 04:37:12,HIGH_VALUE,49.01,OPEN,N,INV0033
9002580,1040339,2026-03-22 14:39:11,GEO_ANOMALY,60.96,OPEN,N,INV0082
9002581,1040347,2026-04-25 03:29:06,DEVICE_MISMATCH,48.96,CLOSED,Y,INV0048
9002582,1040353,2026-08-15 09:15:41,HIGH_VALUE,62.45,CLOSED,N,INV0057
9002583,1040358,2026-08-22 03:38:04,VELOCITY,88.18,CLOSED,Y,INV0094
9002584,1040363,2026-02-24 11:07:52,HIGH_VALUE,11.6,ESCALATED,N,INV0052
9002585,1040398,2026-01-28 06:34:28,DEVICE_MISMATCH,59.44,ESCALATED,N,INV0010
9002586,1040405,2026-02-20 07:25:32,GEO_ANOMALY,25.88,CLOSED,N,INV0001
9002587,1040407,2026-08-07 15:49:52,HIGH_VALUE,63.75,OPEN,Y,INV0011
9002588,1040415,2026-05-03 16:44:50,VELOCITY,29.26,OPEN,N,INV0069
9002589,1040425,2026-03-26 04:38:49,RISK_SCORE,73.53,ESCALATED,N,INV0083
9002590,1040519,2026-06-07 05:43:19,RISK_SCORE,54.71,CLOSED,N,INV0029
9002591,1040564,2026-06-02 00:28:33,HIGH_VALUE,77.64,CLOSED,N,INV0023
9002592,1040571,2026-03-15 04:17:33,RISK_SCORE,31.03,OPEN,N,INV0006
9002593,1040594,2026-01-01 14:21:29,VELOCITY,71.72,CLOSED,N,INV0005
9002594,1040623,2026-08-09 16:27:45,HIGH_VALUE,68.99,ESCALATED,Y,INV0076
9002595,1040657,2026-03-05 08:50:40,HIGH_VALUE,62.16,CLOSED,N,INV0033
9002596,1040658,2026-02-18 23:52:25,GEO_ANOMALY,57.29,CLOSED,N,INV0004
9002597,1040667,2026-05-01 08:42:49,VELOCITY,100.0,CLOSED,Y,INV0046
9002598,1040686,2026-08-04 00:51:09,HIGH_VALUE,41.34,OPEN,N,INV0003
9002599,1040692,2026-02-15 22:11:20,GEO_ANOMALY,14.92,OPEN,N,INV0059
9002600,1040700,2026-08-21 06:43:02,GEO_ANOMALY,76.6,CLOSED,N,INV0015
9002601,1040727,2026-03-07 07:31:05,VELOCITY,49.51,CLOSED,N,INV0068
9002602,1040745,2026-03-06 20:02:07,DEVICE_MISMATCH,50.16,CLOSED,N,INV0066
9002603,1040748,2026-05-08 06:01:36,VELOCITY,56.97,OPEN,N,INV0053
9002604,1040756,2026-07-14 04:56:51,HIGH_VALUE,75.39,CLOSED,N,INV0055
9002605,1040757,2026-04-02 12:17:32,RISK_SCORE,30.24,CLOSED,Y,INV0024
9002606,1040761,2026-04-17 11:46:50,GEO_ANOMALY,69.55,OPEN,N,INV0042
9002607,1040769,2026-05-08 16:26:10,RISK_SCORE,30.83,OPEN,N,INV0006
9002608,1040781,2026-08-18 09:46:07,VELOCITY,37.38,ESCALATED,Y,INV0017
9002609,1040800,2026-05-20 04:24:36,RISK_SCORE,48.77,OPEN,Y,INV0008
9002610,1040813,2026-05-16 05:02:47,VELOCITY,52.71,CLOSED,Y,INV0012
9002611,1040831,2026-03-10 06:40:54,VELOCITY,51.14,OPEN,N,INV0072
9002612,1040843,2026-06-09 05:11:31,RISK_SCORE,59.8,OPEN,Y,INV0025
9002613,1040859,2026-06-22 20:02:41,DEVICE_MISMATCH,48.8,OPEN,N,INV0094
9002614,1040918,2026-04-02 11:43:21,VELOCITY,55.01,OPEN,N,INV0083
9002615,1040940,2026-01-08 15:28:20,RISK_SCORE,64.97,CLOSED,Y,INV0044
9002616,1040941,2026-04-05 05:53:13,VELOCITY,38.03,ESCALATED,N,INV0097
9002617,1040972,2026-04-17 13:32:13,GEO_ANOMALY,72.47,OPEN,N,INV0083
9002618,1040993,2026-02-11 22:21:22,DEVICE_MISMATCH,78.86,OPEN,N,INV0041
9002619,1041008,2026-01-14 21:20:02,VELOCITY,54.75,OPEN,N,INV0055
9002620,1041009,2026-04-15 18:42:16,VELOCITY,16.04,CLOSED,N,INV0096
9002621,1041016,2026-01-31 21:35:33,HIGH_VALUE,24.78,CLOSED,Y,INV0056
9002622,1041078,2026-06-28 02:23:31,VELOCITY,5.68,OPEN,Y,INV0017
9002623,1041086,2026-05-17 11:20:25,GEO_ANOMALY,1.85,CLOSED,N,INV0071
9002624,1041093,2026-01-05 02:41:11,HIGH_VALUE,8.45,CLOSED,N,INV0075
9002625,1041103,2026-08-11 06:59:55,VELOCITY,27.58,CLOSED,N,INV0071
9002626,1041117,2026-01-04 11:24:09,DEVICE_MISMATCH,27.33,OPEN,N,INV0097
9002627,1041133,2026-08-15 22:57:54,VELOCITY,46.66,CLOSED,Y,INV0089
9002628,1041159,2026-07-16 15:47:26,HIGH_VALUE,30.71,CLOSED,N,INV0039
9002629,1041175,2026-08-09 19:28:16,HIGH_VALUE,66.49,OPEN,Y,INV0038
9002630,1041184,2026-04-28 16:24:50,VELOCITY,42.23,CLOSED,Y,INV0089
9002631,1041195,2026-01-14 13:42:55,GEO_ANOMALY,19.53,OPEN,N,INV0041
9002632,1041209,2026-02-02 22:06:11,RISK_SCORE,63.9,CLOSED,N,INV0051
9002633,1041221,2026-04-06 09:13:59,HIGH_VALUE,61.11,CLOSED,Y,INV0027
9002634,1041252,2026-07-08 04:57:29,DEVICE_MISMATCH,56.99,CLOSED,N,INV0069
9002635,1041254,2026-03-29 23:26:36,VELOCITY,28.14,CLOSED,N,INV0044
9002636,1041261,2026-01-28 21:01:36,VELOCITY,48.9,CLOSED,Y,INV0018
9002637,1041263,2026-04-29 15:34:06,DEVICE_MISMATCH,6.96,OPEN,Y,INV0020
9002638,1041298,2026-03-08 14:38:14,GEO_ANOMALY,52.09,CLOSED,Y,INV0013
9002639,1041304,2026-01-11 14:37:08,VELOCITY,18.71,OPEN,N,INV0009
9002640,1041323,2026-03-28 10:35:06,RISK_SCORE,25.73,CLOSED,N,INV0019
9002641,1041330,2026-01-27 09:42:33,RISK_SCORE,64.33,CLOSED,Y,INV0031
9002642,1041346,2026-03-16 15:47:10,HIGH_VALUE,27.62,OPEN,N,INV0048
9002643,1041360,2026-08-06 02:24:27,GEO_ANOMALY,63.03,ESCALATED,N,INV0004
9002644,1041373,2026-03-20 18:20:45,DEVICE_MISMATCH,85.46,CLOSED,N,INV0038
9002645,1041406,2026-07-17 03:18:44,DEVICE_MISMATCH,43.8,OPEN,N,INV0072
9002646,1041414,2026-04-14 09:00:55,VELOCITY,87.23,CLOSED,N,INV0097
9002647,1041422,2026-04-23 00:52:49,HIGH_VALUE,30.84,CLOSED,N,INV0023
9002648,1041459,2026-07-12 11:39:57,GEO_ANOMALY,23.75,CLOSED,N,INV0060
9002649,1041527,2026-07-03 03:59:26,VELOCITY,73.08,CLOSED,N,INV0001
9002650,1041541,2026-03-04 05:56:31,VELOCITY,16.54,ESCALATED,N,INV0017
9002651,1041547,2026-04-25 17:43:58,RISK_SCORE,64.44,OPEN,N,INV0074
9002652,1041552,2026-02-19 18:59:05,HIGH_VALUE,81.56,CLOSED,N,INV0023
9002653,1041556,2026-03-13 08:46:32,DEVICE_MISMATCH,67.94,CLOSED,Y,INV0026
